"","station_id","date","sinclair2017","post","affiliation","weekday","callsign","national_politics"
"270",3930,"6/16/2017",0,0,"CBS","Fri","KBZK",0.238101010606061
"271",3930,"6/23/2017",0,0,"CBS","Fri","KBZK",0.229626942352941
"272",3930,"6/30/2017",0,0,"CBS","Fri","KBZK",0.275933687254902
"273",3930,"7/14/2017",0,0,"CBS","Fri","KBZK",0.207953125
"274",3930,"7/21/2017",0,0,"CBS","Fri","KBZK",0.208281513703704
"275",3930,"7/28/2017",0,0,"CBS","Fri","KBZK",0.224306515636364
"276",3930,"7/7/2017",0,0,"CBS","Fri","KBZK",0.215758400909091
"277",3930,"8/11/2017",0,0,"CBS","Fri","KBZK",0.188040761355932
"278",3930,"8/18/2017",0,0,"CBS","Fri","KBZK",0.232148196607143
"279",3930,"8/25/2017",0,0,"CBS","Fri","KBZK",0.131736176842105
"280",3930,"8/4/2017",0,0,"CBS","Fri","KBZK",0.162624982586207
"281",3930,"10/13/2017",0,1,"CBS","Fri","KBZK",0.131262719655172
"282",3930,"10/20/2017",0,1,"CBS","Fri","KBZK",0.185591627407407
"283",3930,"10/27/2017",0,1,"CBS","Fri","KBZK",0.215965880740741
"284",3930,"10/6/2017",0,1,"CBS","Fri","KBZK",0.109996758793103
"285",3930,"11/10/2017",0,1,"CBS","Fri","KBZK",0.196565433508772
"286",3930,"11/17/2017",0,1,"CBS","Fri","KBZK",0.278539786721311
"287",3930,"11/24/2017",0,1,"CBS","Fri","KBZK",0.144936660847458
"288",3930,"11/3/2017",0,1,"CBS","Fri","KBZK",0.171960430819672
"289",3930,"12/1/2017",0,1,"CBS","Fri","KBZK",0.229119226333333
"290",3930,"12/8/2017",0,1,"CBS","Fri","KBZK",0.201270752678571
"291",3930,"9/1/2017",0,1,"CBS","Fri","KBZK",0.0968060537288136
"292",3930,"9/15/2017",0,1,"CBS","Fri","KBZK",0.203178568833333
"293",3930,"9/22/2017",0,1,"CBS","Fri","KBZK",0.200573993793103
"294",3930,"9/29/2017",0,1,"CBS","Fri","KBZK",0.111930748363636
